quiz_id,player_id,order_index,hint,difficulty,points
1,25,1,,1,1
1,26,2,,1,1
1,27,3,,1,1
1,28,4,,1,1
1,29,5,,1,1
1,30,6,,1,1
1,31,7,,1,1
1,32,8,,1,1
1,33,9,,1,1
1,34,10,,1,1
1,35,11,,2,2
1,36,12,,2,2
1,37,13,,2,2
1,38,14,,2,2
1,39,15,,2,2
1,40,16,,2,2
1,41,17,,2,2
1,42,18,,2,2
1,43,19,,2,2
1,44,20,,2,2
1,45,21,,3,3
1,46,22,,3,3
1,47,23,,3,3
1,48,24,,3,3
1,49,25,,3,3
1,50,26,,3,3
1,51,27,,3,3
1,52,28,,3,3
1,53,29,,3,3
1,54,30,,3,3
