quiz_id,player_id,order_index,hint,difficulty,points
2,55,1,,1,1
2,56,2,,1,1
2,57,3,,1,1
2,58,4,,1,1
2,59,5,,1,1
2,60,6,,1,1
2,61,7,,1,1
2,62,8,,1,1
2,63,9,,1,1
2,64,10,,1,1
2,65,11,,1,1
2,66,12,,1,1
2,67,13,,1,1
2,68,14,,1,1
