name,team_id,origin_id
Dalton Knecht,23,546
LeBron James,23,
Austin Reaves,23,523
Gabe Vincent,23,463
Rui Hachimura,23,187
Jaxson Hayes,23,548
Cam Reddish,23,146
Christian Koloko,23,451
Dorian Finney-Smith,23,476
Shake Milton,23,822
Jarred Vanderbilt,23,487
Bronny James,23,540
Trey Jemison,23,447
Luka Dončić,23,784
Jordan Goodwin,23,366
Alex Len,23,494
Markieff Morris,23,486
Maxi Kleber,23,689
